"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9","uid:10","uid:11"
1,1,1,35,1000,240.82116909943213,128.9154123502747,141.47342553808664,155.74043373182553,153.2049168908662,147.4416421021909,142.6008052924354,143.4816960523714,150.38060596052733
1,1,2,35,80.85087251879696,46.00929657568562,40.37998390151811,42.294260803643176,44.46904783716921,44.08254710245844,43.20402407150095,42.46611259193145,42.60039090569189,43.652024128998384
1,1,3,35,80.85087251879713,46.00929657568562,40.379983901518095,42.294260803643134,44.46904783716921,44.0825471024584,43.20402407150091,42.46611259193137,42.600390905691846,43.652024128998356
1,1,4,35,80.85087251879696,46.00929657568562,40.37998390151811,42.294260803643176,44.46904783716921,44.08254710245844,43.20402407150095,42.46611259193145,42.60039090569189,43.652024128998384
1,1,5,35,80.85087251879722,46.00929657568563,40.379983901518095,42.29426080364315,44.4690478371692,44.08254710245839,43.20402407150091,42.46611259193142,42.600390905691874,43.65202412899839
1,1,6,35,1000,240.82116909943213,128.9154123502747,141.47342553808664,155.74043373182553,153.2049168908662,147.4416421021909,142.6008052924354,143.4816960523714,150.38060596052733
1,1,7,35,1000,321.34201205459965,209.6766544342277,493.5683073892576,493.2731287478805,493.32558756798767,493.44482739731296,557.6672489321394,607.7516726669081,1000
1,1,8,347.76175894727766,1000,586.2356114557114,502.894991325034,774.6049520292028,1000,1000,889.2712308776862,803.1331508262715,825.423977516229,1000
1,1,9,161.81166435788091,259.26209281250607,343.4513476419981,313.8284724296291,688.8792877280307,1000,1000,847.1571854462564,728.2577639167812,759.0265760062515,1000
1,1,10,35,151.68424496643937,252.4899550063956,214.79717232964597,643.9769748421814,1000,1000,825.0982365857682,689.0387263290725,724.2482290349864,1000
1,1,11,35,151.68424496643937,252.4899550063956,214.79717232964597,643.9769748421814,1000,1000,825.0982365857682,689.0387263290725,724.2482290349864,1000
1,1,12,35,151.68424496643937,252.4899550063956,214.79717232964597,643.9769748421814,1000,1000,825.0982365857682,689.0387263290725,724.2482290349864,1000
1,1,13,35,151.68424496643937,252.4899550063956,214.79717232964597,643.9769748421814,1000,1000,825.0982365857682,689.0387263290725,724.2482290349864,1000
1,1,14,35,151.68424496643937,252.4899550063956,214.79717232964597,643.9769748421814,1000,1000,825.0982365857682,689.0387263290725,724.2482290349864,1000
1,1,15,35,151.68424496643937,252.4899550063956,214.79717232964597,643.9769748421814,1000,1000,825.0982365857682,689.0387263290725,724.2482290349864,1000
1,1,16,35,151.68424496643937,252.4899550063956,214.79717232964597,643.9769748421814,1000,1000,825.0982365857682,689.0387263290725,724.2482290349864,1000
1,1,17,35,151.68424496643937,252.4899550063956,214.79717232964597,643.9769748421814,1000,1000,825.0982365857682,689.0387263290725,724.2482290349864,1000
1,1,18,347.76175894727766,1000,1000,502.894991325034,774.6049520292028,1000,1000,889.2712308776862,803.1331508262715,825.423977516229,1000
1,1,19,347.76175894727766,1000,586.2356114557114,502.894991325034,774.6049520292028,1000,1000,889.2712308776862,1000,825.423977516229,1000
1,1,20,362.79400594980694,1000,637.8726017229045,539.2066282224475,791.0692060551407,1000,1000,897.3595478093227,1000,838.1760943301841,1000
1,1,21,469.04212903553446,1000,1000,798.6619540557634,951.2764201417535,1000,1000,976.0637952186271,978.6283018234626,1000,1000
1,1,22,469.1295260038364,1000,1000,799.1691298290305,956.0004397736001,1000,1000,978.3845422086486,1000,1000,1000
1,1,23,362.79400594980694,1000,637.8726017229045,539.2066282224475,791.0692060551407,1000,1000,897.3595478093227,1000,838.1760943301841,1000
1,1,24,347.76175894727766,1000,586.2356114557114,502.894991325034,774.6049520292028,1000,1000,1000,803.1331508262715,825.423977516229,1000
