"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9","uid:10","uid:11","uid:12","uid:13","uid:14","uid:15","uid:16","uid:17","uid:18","uid:19","uid:20"
1,1,1,-118.16144952296354,-552.815908671041,-979.5972207978668,-186.08547090355788,-83.73506255494695,665.7899469230034,24.163426400917945,103.39934365640774,242.64282328353713,-16.228440588618444,-6.086956592146154,-1.478797123166626,-1.3414901030452138,89.77631501578557,-6.400721616492392,1.0986112863350634,7.430982631543461,5.676095726904206,-0.9028430165932149,-12.311345637557293
1,1,2,-5.834284711239087,-28.145173480653355,-46.54444278815624,-9.953641535354768,-4.796798281181246,30.555608314789907,1.2155181863870048,1.082268997576522,4.3926548220082084,-2.473777381158623,-0.9278633677412848,-0.22541998749882436,-0.2044896338523696,-0,0.2995079860168916,0.16746647565923056,1.132739566276464,0.8652339173212876,-0.13762459929461976,-1.8766762094920557
1,1,3,-5.834284711239087,-28.145173480653355,-46.54444278815624,-9.953641535354768,-4.796798281181246,30.555608314789907,1.2155181863870048,1.082268997576522,4.3926548220082084,-2.473777381158623,-0.9278633677412848,-0.22541998749882436,-0.2044896338523696,-0,0.2995079860168916,0.16746647565923056,1.132739566276464,0.8652339173212876,-0.13762459929461976,-1.8766762094920557
1,1,4,-5.834284711239087,-28.145173480653355,-46.54444278815624,-9.953641535354768,-4.796798281181246,30.555608314789907,1.2155181863870048,1.082268997576522,4.3926548220082084,-2.473777381158623,-0.9278633677412848,-0.22541998749882436,-0.2044896338523696,-0,0.2995079860168916,0.16746647565923056,1.132739566276464,0.8652339173212876,-0.13762459929461976,-1.8766762094920557
1,1,5,-5.834284711239087,-28.145173480653355,-46.54444278815624,-9.953641535354768,-4.796798281181246,30.555608314789907,1.2155181863870048,1.082268997576522,4.3926548220082084,-2.473777381158623,-0.9278633677412848,-0.22541998749882436,-0.2044896338523696,-0,0.2995079860168916,0.16746647565923056,1.132739566276464,0.8652339173212876,-0.13762459929461976,-1.8766762094920557
1,1,6,-118.16144952296354,-552.815908671041,-979.5972207978668,-186.08547090355788,-83.73506255494695,665.7899469230034,24.163426400917945,103.39934365640774,242.64282328353713,-16.228440588618444,-6.086956592146154,-1.478797123166626,-1.3414901030452138,89.77631501578557,-6.400721616492392,1.0986112863350634,7.430982631543461,5.676095726904206,-0.9028430165932149,-12.311345637557293
1,1,7,-134.6981767748116,-707.5155557534139,-979.5972207978668,-258.8853633753818,-155.74185556877998,595.1742163793554,24.111517841215637,0.3247211232948838,-490.33252221551163,-366.8668566184324,0.12593667520143795,-84.07932640798172,-76.27252074002428,249.32982517331325,-97.1564768204183,-0.02272982411577066,-702.5372343818484,-0.11743612972264829,-51.332553666832105,-699.9808372395787
1,1,8,-99.44448403707523,-552.2761709831586,-662.1044230397266,-215.60716682538742,-138.31692362754754,362.865979759664,17.995454382641864,-37.76931578882016,-1180.0198831943517,-351.1247271903633,-116.94760979880694,-37.420769840416895,-33.94623346423385,520.6806089410277,-213.53384607559138,-0,-0,109.05381337977018,-22.84632570397258,-311.5370082289096
1,1,9,-43.0263366837033,-336.0450337950182,-98.92452733648925,-164.22268975825827,-135.53831703166634,-73.83287997891506,6.396365886539135,-234.42494777935008,-1872.4193901572842,-484.66981064251473,-161.42689906755757,-51.65320476794294,-46.8571800020707,467.0387548239015,-247.03450103684625,-0,-0,150.53081423104055,-31.53558691643599,-430.0254897872235
1,1,10,-51.288915500105645,-398.9624205457913,-118.449287129556,-196.63536492015007,-160.30731373540578,-88.40529478070816,8.138873338723847,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119163,-59.10802301231446,-53.619814807182316,446.9413330330334,-259.5858343959913,-0,-0,172.25608501164743,-36.08694185651735,-492.0886643997743
1,1,11,-51.288915500105645,-398.9624205457913,-118.449287129556,-196.63536492015007,-160.30731373540578,-88.40529478070816,8.138873338723847,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119163,-59.10802301231446,-53.619814807182316,446.9413330330334,-259.5858343959913,-0,-0,172.25608501164743,-36.08694185651735,-492.0886643997743
1,1,12,-51.288915500105645,-398.9624205457913,-118.449287129556,-196.63536492015007,-160.30731373540578,-88.40529478070816,8.138873338723847,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119163,-59.10802301231446,-53.619814807182316,446.9413330330334,-259.5858343959913,-0,-0,172.25608501164743,-36.08694185651735,-492.0886643997743
1,1,13,-51.288915500105645,-398.9624205457913,-118.449287129556,-196.63536492015007,-160.30731373540578,-88.40529478070816,8.138873338723847,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119163,-59.10802301231446,-53.619814807182316,446.9413330330334,-259.5858343959913,-0,-0,172.25608501164743,-36.08694185651735,-492.0886643997743
1,1,14,-51.288915500105645,-398.9624205457913,-118.449287129556,-196.63536492015007,-160.30731373540578,-88.40529478070816,8.138873338723847,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119163,-59.10802301231446,-53.619814807182316,446.9413330330334,-259.5858343959913,-0,-0,172.25608501164743,-36.08694185651735,-492.0886643997743
1,1,15,-51.288915500105645,-398.9624205457913,-118.449287129556,-196.63536492015007,-160.30731373540578,-88.40529478070816,8.138873338723847,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119163,-59.10802301231446,-53.619814807182316,446.9413330330334,-259.5858343959913,-0,-0,172.25608501164743,-36.08694185651735,-492.0886643997743
1,1,16,-51.288915500105645,-398.9624205457913,-118.449287129556,-196.63536492015007,-160.30731373540578,-88.40529478070816,8.138873338723847,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119163,-59.10802301231446,-53.619814807182316,446.9413330330334,-259.5858343959913,-0,-0,172.25608501164743,-36.08694185651735,-492.0886643997743
1,1,17,-51.288915500105645,-398.9624205457913,-118.449287129556,-196.63536492015007,-160.30731373540578,-88.40529478070816,8.138873338723847,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119163,-59.10802301231446,-53.619814807182316,446.9413330330334,-259.5858343959913,-0,-0,172.25608501164743,-36.08694185651735,-492.0886643997743
1,1,18,-99.44448403707523,-552.2761709831586,-662.1044230397266,-215.60716682538742,-138.31692362754754,362.865979759664,17.995454382641864,-37.76931578882016,-1180.0198831943517,-351.1247271903633,-116.94760979880694,-37.420769840416895,-33.94623346423385,520.6806089410277,-213.53384607559138,-0,-0,109.05381337977018,-22.84632570397258,-311.5370082289096
1,1,19,-99.44448403707523,-552.2761709831586,-662.1044230397266,-215.60716682538742,-138.31692362754754,362.865979759664,17.995454382641864,-37.76931578882016,-1180.0198831943517,-351.1247271903633,-116.94760979880694,-37.420769840416895,-33.94623346423385,520.6806089410277,-213.53384607559138,-0,-0,109.05381337977018,-22.84632570397258,-311.5370082289096
1,1,20,-104.00533961670637,-593.8049756883122,-646.8447884428095,-248.70196906323764,-157.2896459889586,317.5810118312567,21.30460539485303,-254.45192489224493,-1032.7556987681012,-325.47639660237616,-108.40503012463735,-34.687324425153854,-31.46658976304951,-0,-70.41722874188623,-0,-0,101.08784561718484,-21.177488196955792,-288.7804104769217
1,1,21,-136.2415279203803,-890.538212658176,-538.9894867953811,-480.0455943413731,-293.88931993907016,-0,43.47423400016304,-0,-0,-197.22027352574705,-25.280529703569588,-35.877781012193644,-32.5465118866463,-0,-0,-0,-0,23.574130101314307,-21.90429202915744,-0
1,1,22,-136.26804457823297,-891.1182582148854,-538.9007678034073,-479.9665776587201,-294.2635950831954,-0,43.364721274225865,-0,-0,-202.66960687227188,-22.829443002415903,-57.71473439398698,-29.39094816271716,-0,-0,-0,-0,21.2884882472815,-0,-0
1,1,23,-104.00533961670637,-593.8049756883122,-646.8447884428095,-248.70196906323764,-157.2896459889586,317.5810118312567,21.30460539485303,-254.45192489224493,-1032.7556987681012,-325.47639660237616,-108.40503012463735,-34.687324425153854,-31.46658976304951,-0,-70.41722874188623,-0,-0,101.08784561718484,-21.177488196955792,-288.7804104769217
1,1,24,-99.44448403707523,-552.2761709831586,-662.1044230397266,-215.60716682538742,-138.31692362754754,362.865979759664,17.995454382641864,-37.76931578882016,-1180.0198831943517,-351.1247271903633,-116.94760979880694,-37.420769840416895,-33.94623346423385,520.6806089410277,-213.53384607559138,-0,-0,109.05381337977018,-22.84632570397258,-311.5370082289096
