"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9"
1,1,1,51.59511992255322,134.16513899166844,0,38.95654587812376,12.638574044429465,-25.96925110173848,12.638574044429465,24.19588788992996,24.19588788992995
1,1,2,51.59511992255322,131.76498616718857,0,38.95654587812376,12.638574044429465,-26.900987446645246,12.638574044429465,25.06399872054333,25.063998720543324
1,1,3,51.59511992255322,130.56490975494864,0,38.95654587812376,12.638574044429465,-27.36685561909863,12.638574044429465,25.49805413585002,25.498054135850012
1,1,4,51.59511992255322,130.56490975494864,0,38.95654587812376,12.638574044429465,-27.36685561909863,12.638574044429465,25.49805413585002,25.498054135850012
1,1,5,51.59511992255322,131.76498616718857,0,38.95654587812376,12.638574044429465,-26.900987446645246,12.638574044429465,25.06399872054333,25.063998720543324
1,1,6,51.59511992255322,136.5652918161483,0,38.95654587812376,12.638574044429465,-25.037514756831698,12.638574044429465,23.327777059316585,23.32777705931658
1,1,7,51.59511992255322,148.56605593854755,13.5,38.95654587812376,12.638574044429465,-20.37883303229782,12.638574044429465,18.98722290624972,18.987222906249713
1,1,8,51.59511992255322,165.3671257099065,40.5,38.95654587812376,12.638574044429465,-13.856678617950394,12.638574044429465,12.910447091956115,12.910447091956113
1,1,9,51.59511992255322,177.36788983230576,94.5,38.95654587812376,12.638574044429465,-9.19799689341653,12.638574044429465,8.569892938889254,8.56989293888925
1,1,10,43.63545836488581,171.4818859543433,146.91597908971417,44.350387121907794,-0.7149287570219894,-11.4829362870355,-0.7149287570219894,-12.201050332692182,-12.201050332692184
1,1,11,44.053515946725426,175.7694427571695,150.46264498959627,44.06709163115531,-0.01357568442987918,-9.818512062335884,-0.01357568442987918,-12.549069305166386,-12.549069305166384
1,1,12,44.4366918756671,178.79957429767006,153.71338617901097,43.807433589896,0.6292582857711015,-8.642218762452131,0.6292582857711015,-12.54264446478205,-12.542644464782049
1,1,13,44.79302237281717,180.5854929095848,156.73637936997048,43.56596727653314,1.2270550962840334,-7.9489273758392756,1.2270550962840334,-12.163434466254495,-12.163434466254495
1,1,14,44.401810222769186,177.54214903534447,153.4174614685435,43.83107103938919,0.5707391833799974,-9.130349687267966,0.5707391833799974,-12.188200651923491,-12.18820065192349
1,1,15,43.983752640929566,173.2545922325183,149.8707955686614,44.11436653014168,-0.1306138892121129,-10.794773911967582,-0.1306138892121129,-11.840181679449291,-11.840181679449293
1,1,16,43.565695059089954,168.9670354296921,146.32412966877928,44.39766202089417,-0.8319669618042119,-12.459198136667169,-0.8319669618042119,-11.492162706975073,-11.492162706975071
1,1,17,47.19096915503991,172.52718790543724,135,41.94100569234455,5.2499634626953595,-11.077151368132604,5.24996346269536,-2.349963462695358,-2.349963462695358
1,1,18,51.59511992255322,182.16819548126549,81,38.95654587812376,12.638574044429465,-7.334524203602967,12.638574044429465,6.833671277662507,6.833671277662504
1,1,19,51.59511992255322,194.16895960366475,27,38.95654587812376,12.638574044429465,-2.6758424790691038,12.638574044429465,2.49311712459564,2.4931171245956394
1,1,20,51.59511992255322,201.06192982974676,5.4,38.95654587812376,12.638574044429465,0,12.638574044429465,0,0
1,1,21,51.59511992255322,201.06192982974676,0,38.95654587812376,12.638574044429465,0,12.638574044429465,0,0
1,1,22,51.59511992255322,201.06192982974676,0,38.95654587812376,12.638574044429465,0,12.638574044429465,0,0
1,1,23,51.59511992255322,194.16895960366475,0,38.95654587812376,12.638574044429465,-2.6758424790691038,12.638574044429465,2.49311712459564,2.4931171245956394
1,1,24,51.59511992255322,185.76842471798528,0,38.95654587812376,12.638574044429465,-5.936919686242817,12.638574044429465,5.531505031742447,5.531505031742445
