"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9","uid:10","uid:11"
1,1,1,35.00000000000003,1000,240.82116909943218,128.9154123502747,141.47342553808673,155.74043373182568,153.20491689086623,147.44164210219103,142.60080529243547,143.4816960523715,150.3806059605275
1,1,2,35.00000000000003,80.85087251879719,46.009296575685646,40.37998390151809,42.29426080364318,44.46904783716921,44.082547102458406,43.204024071500925,42.46611259193145,42.600390905691896,43.65202412899838
1,1,3,35.00000000000003,80.85087251879719,46.009296575685646,40.37998390151809,42.29426080364318,44.46904783716921,44.082547102458406,43.204024071500925,42.46611259193145,42.60039090569179,43.65202412899838
1,1,4,35.00000000000003,80.85087251879708,46.009296575685646,40.37998390151809,42.29426080364318,44.46904783716921,44.082547102458406,43.204024071500925,42.46611259193145,42.600390905691896,43.65202412899838
1,1,5,35.00000000000003,80.85087251879708,46.009296575685646,40.37998390151809,42.29426080364318,44.46904783716921,44.082547102458406,43.204024071500925,42.46611259193145,42.600390905691896,43.65202412899838
1,1,6,35.00000000000003,1000,240.82116909943218,128.9154123502747,141.47342553808673,155.74043373182568,153.20491689086623,147.44164210219103,142.60080529243547,143.4816960523715,150.3806059605275
1,1,7,35.00000000000003,1000,321.34201205459976,209.67665443422788,493.5683073892577,493.27312874788066,493.32558756798784,493.4448273973131,557.6672489321395,607.7516726669082,1000
1,1,8,347.76175894727743,1000,586.2356114557115,502.89499132503425,774.6049520292031,1000,1000,889.2712308776864,803.1331508262716,825.4239775162292,1000
1,1,9,161.81166435788109,259.26209281250624,343.45134764199827,313.8284724296292,688.8792877280309,1000,1000,847.1571854462566,728.2577639167813,759.0265760062517,1000
1,1,10,35.00000000000003,151.6842449664394,252.4899550063956,214.797172329646,643.9769748421816,1000,1000,825.0982365857683,689.0387263290722,724.2482290349865,1000
1,1,11,35.00000000000003,151.6842449664394,252.4899550063956,214.797172329646,643.9769748421816,1000,1000,825.0982365857683,689.0387263290722,724.2482290349865,1000
1,1,12,35.00000000000003,151.6842449664394,252.4899550063956,214.797172329646,643.9769748421816,1000,1000,825.0982365857683,689.0387263290722,724.2482290349865,1000
1,1,13,35.00000000000003,151.6842449664394,252.4899550063956,214.797172329646,643.9769748421816,1000,1000,825.0982365857683,689.0387263290722,724.2482290349865,1000
1,1,14,35.00000000000003,151.6842449664394,252.4899550063956,214.797172329646,643.9769748421816,1000,1000,825.0982365857683,689.0387263290722,724.2482290349865,1000
1,1,15,35.00000000000003,151.6842449664394,252.4899550063956,214.797172329646,643.9769748421816,1000,1000,825.0982365857683,689.0387263290722,724.2482290349865,1000
1,1,16,35.00000000000003,151.6842449664394,252.4899550063956,214.797172329646,643.9769748421816,1000,1000,825.0982365857683,689.0387263290722,724.2482290349865,1000
1,1,17,35.00000000000003,151.6842449664394,252.4899550063956,214.797172329646,643.9769748421816,1000,1000,825.0982365857683,689.0387263290722,724.2482290349865,1000
1,1,18,347.76175894727743,1000,586.2356114557115,502.89499132503425,774.6049520292031,1000,1000,889.2712308776864,803.1331508262716,825.4239775162292,1000
1,1,19,347.76175894727743,1000,586.2356114557115,502.89499132503425,774.6049520292031,1000,1000,889.2712308776864,803.1331508262716,825.4239775162292,1000
1,1,20,362.79400594980694,1000,637.8726017229044,539.2066282224475,791.069206055141,1000,1000,897.3595478093229,817.5135280495645,838.1760943301844,1000
1,1,21,469.04212903553434,1000,1000,798.6619540557634,951.2764201417534,1000,1000,976.063795218627,978.6283018234626,1000,1000
1,1,22,469.1295260038363,1000,1000,799.1691298290305,956.0004397736003,1000,1000,978.3845422086488,1000,1000,1000
1,1,23,362.79400594980694,1000,637.8726017229044,539.2066282224475,791.069206055141,1000,1000,897.3595478093229,817.5135280495645,838.1760943301844,1000
1,1,24,347.76175894727743,1000,586.2356114557115,502.89499132503425,774.6049520292031,1000,1000,889.2712308776864,803.1331508262716,825.4239775162292,1000
