"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9","uid:10","uid:11"
1,1,1,0,1.7961808489541369,0,0,0,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,0,0,0,0,0,0,0,0,0,0
1,1,4,0,0,0,0,0,0,0,0,0,0,0
1,1,5,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,4.922009376905876,0,0,0,0,0,0,0,0,0
1,1,7,0,7.074018555706623,0,0,0,0,0,0,0,0,4.502953348063302
1,1,8,0,7.935892392474614,0,0,0,5.8134191516132745,1.9505070629403995,0,0,0,13.917479601838796
1,1,9,0,0,0,0,0,10.057034089298888,5.118589564176032,0,0,0,17.84016977065977
1,1,10,0,0,0,0,0,10.650787840131862,6.368336845991736,0,0,0,19.53893481691945
1,1,11,0,0,0,0,0,10.218037423836734,7.203441226949735,0,0,0,20.57096869621448
1,1,12,0,0,0,0,0,9.465570736931575,7.431903707206427,0,0,0,20.931765350696438
1,1,13,0,0,0,0,0,9.29811147866063,7.766699054647042,0,0,0,21.38508442446975
1,1,14,0,0,0,0,0,8.880563308297369,7.325570840022497,0,0,0,20.83924293140508
1,1,15,0,0,0,0,0,8.041671645575349,6.415877595227524,0,0,0,19.611029629846687
1,1,16,0,0,0,0,0,7.889414633236264,5.474440347085594,0,0,0,18.486473331260303
1,1,17,0,0,0,0,0,11.235795268766061,6.47466971317567,0,0,0,19.631457236210807
1,1,18,0,6.4659721131905314,0,0,0,16.167889028361913,8.399478773028143,0,0,0,21.611665615776044
1,1,19,0,45.49972523920378,0,0,0,23.73433834461865,13.00745096487285,0,0,0,27.12390394117766
1,1,20,0,65.7896932675236,0,0,0,29.565803062716064,16.6368668070287,0,0,0,31.21673164362361
1,1,21,0,74.39730538993703,0.1406940744594749,0,0,37.960755049435306,15.485032812053888,0,0,2.2868552244058904,32.12801216165668
1,1,22,0,77.82329835967352,3.8920363728880147,0,0,40.0607550494353,16.59306967839307,0,0.6702600886709735,3.82451242252953,33.12801216165668
1,1,23,0,61.82676429472602,0,0,0,25.568062071374307,14.271945713540898,0,0,0,28.52955922929087
1,1,24,0,51.981927393675065,0,0,0,19.900656475038808,10.693259599097413,0,0,0,24.281203470710263
