"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9","uid:10","uid:11","uid:12","uid:13","uid:14","uid:15","uid:16","uid:17","uid:18","uid:19","uid:20"
1,1,1,-118.16144952296354,-552.8159086710411,-979.5972207978668,-186.08547090355793,-83.73506255494699,665.7899469230034,24.163426400917945,103.39934365640778,242.64282328353713,-16.228440588618408,-6.086956592146168,-1.4787971231666146,-1.341490103045203,89.77631501578563,-6.400721616492392,1.0986112863350663,7.430982631543477,5.67609572690422,-0.9028430165932078,-12.311345637557316
1,1,2,-5.834284711239108,-28.145173480653423,-46.544442788156466,-9.953641535354762,-4.796798281181239,30.555608314790117,1.2155181863870101,1.082268997576537,4.3926548220082875,-2.473777381158596,-0.9278633677413162,-0.22541998749883999,-0.20448963385236163,0,0.299507986016896,0.16746647565923625,1.13273956627644,0.8652339173213169,-0.13762459929462925,-1.8766762094920153
1,1,3,-5.834284711239108,-28.145173480653423,-46.544442788156466,-9.953641535354762,-4.796798281181239,30.555608314790117,1.2155181863870101,1.082268997576537,4.3926548220082875,-2.473777381158596,-0.9278633677413162,-0.22541998749883999,-0.20448963385236163,0,0.299507986016896,0.16746647565923625,1.13273956627644,0.8652339173213169,-0.13762459929462925,-1.8766762094920153
1,1,4,-5.834284711239108,-28.145173480653423,-46.544442788156466,-9.953641535354762,-4.796798281181239,30.555608314790117,1.2155181863870101,1.082268997576537,4.3926548220082875,-2.473777381158596,-0.9278633677413162,-0.22541998749883999,-0.20448963385236163,0,0.299507986016896,0.16746647565923625,1.13273956627644,0.8652339173213169,-0.13762459929462925,-1.8766762094920153
1,1,5,-5.834284711239103,-28.145173480653423,-46.544442788156424,-9.953641535354768,-4.7967982811812515,30.555608314790074,1.2155181863870075,1.082268997576537,4.3926548220082875,-2.473777381158587,-0.9278633677413162,-0.22541998749883999,-0.20448963385236163,0,0.299507986016896,0.16746647565923625,1.1327395662764366,0.8652339173213169,-0.13762459929462925,-1.8766762094920102
1,1,6,-118.16144952296357,-552.8159086710411,-979.5972207978668,-186.08547090355793,-83.73506255494699,665.7899469230034,24.163426400917952,103.39934365640778,242.64282328353713,-16.228440588618408,-6.086956592146168,-1.4787971231666146,-1.341490103045203,89.77631501578563,-6.400721616492392,1.0986112863350663,7.430982631543477,5.67609572690422,-0.9028430165932078,-12.311345637557316
1,1,7,-134.69817677481169,-707.5155557534146,-979.5972207978668,-258.8853633753821,-155.7418555687803,595.1742163793549,24.111517841215576,0.3247211232953302,-490.33252221551083,-366.8668566184322,0.12593667520149568,-84.07932640798157,-76.27252074002423,249.32982517331342,-97.15647682041822,-0.022729824115781082,-702.5372343818483,-0.11743612972270213,-51.33255366683202,-699.9808372395782
1,1,8,-99.44448403707523,-552.2761709831586,-662.1044230397266,-215.60716682538748,-138.31692362754745,362.8659797596642,17.995454382641864,-37.76931578882028,-1180.0198831943521,-351.12472719036316,-116.94760979880694,-37.4207698404168,-33.946233464233906,520.6806089410277,-213.53384607559138,0,0,109.05381337977018,-22.846325703972518,-311.5370082289096
1,1,9,-43.02633668370328,-336.0450337950181,-98.92452733648922,-164.2226897582582,-135.53831703166628,-73.83287997891505,6.396365886539133,-234.42494777935013,-1872.4193901572842,-484.6698106425146,-161.42689906755757,-51.653204767942974,-46.85718000207074,467.0387548239015,-247.03450103684625,0,0,150.53081423104055,-31.535586916436007,-430.0254897872235
1,1,10,-51.28891550010565,-398.9624205457914,-118.44928712955597,-196.63536492015007,-160.30731373540584,-88.40529478070816,8.138873338723853,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119157,-59.10802301231479,-53.619814807182294,446.9413330330334,-259.5858343959913,0,0,172.25608501164737,-36.08694185651755,-492.08866439977413
1,1,11,-51.28891550010565,-398.9624205457914,-118.44928712955597,-196.63536492015007,-160.30731373540584,-88.40529478070816,8.138873338723853,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119157,-59.10802301231479,-53.619814807182294,446.9413330330334,-259.5858343959913,0,0,172.25608501164737,-36.08694185651755,-492.08866439977413
1,1,12,-51.28891550010565,-398.9624205457914,-118.44928712955597,-196.63536492015007,-160.30731373540584,-88.40529478070816,8.138873338723853,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119157,-59.10802301231479,-53.619814807182294,446.9413330330334,-259.5858343959913,0,0,172.25608501164737,-36.08694185651755,-492.08866439977413
1,1,13,-51.28891550010565,-398.9624205457914,-118.44928712955597,-196.63536492015007,-160.30731373540584,-88.40529478070816,8.138873338723853,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119157,-59.10802301231479,-53.619814807182294,446.9413330330334,-259.5858343959913,0,0,172.25608501164737,-36.08694185651755,-492.08866439977413
1,1,14,-51.28891550010565,-398.9624205457914,-118.44928712955597,-196.63536492015007,-160.30731373540584,-88.40529478070816,8.138873338723853,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119157,-59.10802301231479,-53.619814807182294,446.9413330330334,-259.5858343959913,0,0,172.25608501164737,-36.08694185651755,-492.08866439977413
1,1,15,-51.28891550010565,-398.9624205457914,-118.44928712955597,-196.63536492015007,-160.30731373540584,-88.40529478070816,8.138873338723853,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119157,-59.10802301231479,-53.619814807182294,446.9413330330334,-259.5858343959913,0,0,172.25608501164737,-36.08694185651755,-492.08866439977413
1,1,16,-51.28891550010565,-398.9624205457914,-118.44928712955597,-196.63536492015007,-160.30731373540584,-88.40529478070816,8.138873338723853,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119157,-59.10802301231479,-53.619814807182294,446.9413330330334,-259.5858343959913,0,0,172.25608501164737,-36.08694185651755,-492.08866439977413
1,1,17,-51.28891550010565,-398.9624205457914,-118.44928712955597,-196.63536492015007,-160.30731373540584,-88.40529478070816,8.138873338723853,-308.1038175483502,-2131.833334142872,-554.6194945606052,-184.72474085119157,-59.10802301231479,-53.619814807182294,446.9413330330334,-259.5858343959913,0,0,172.25608501164737,-36.08694185651755,-492.08866439977413
1,1,18,-99.44448403707523,-552.2761709831586,-662.1044230397266,-215.60716682538748,-138.31692362754745,362.8659797596642,17.995454382641864,-37.76931578882028,-1180.0198831943521,-351.12472719036316,-116.94760979880694,-37.4207698404168,-33.946233464233906,520.6806089410277,-213.53384607559138,0,0,109.05381337977018,-22.846325703972518,-311.5370082289096
1,1,19,-99.44448403707523,-552.2761709831586,-662.1044230397266,-215.60716682538748,-138.31692362754745,362.8659797596642,17.995454382641864,-37.76931578882028,-1180.0198831943521,-351.12472719036316,-116.94760979880694,-37.4207698404168,-33.946233464233906,520.6806089410277,-213.53384607559138,0,0,109.05381337977018,-22.846325703972518,-311.5370082289096
1,1,20,-104.00533961670637,-593.8049756883122,-646.8447884428095,-248.7019690632373,-157.28964598895865,317.5810118312567,21.304605394853038,-254.45192489224493,-1032.7556987681012,-325.476396602376,-108.40503012463742,-34.68732442515382,-31.46658976304946,0,-70.41722874188623,0,0,101.0878456171849,-21.17748819695577,-288.78041047692193
