"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5"
1,1,1,0,0,0,8.724899550618899,13.23495151117286
1,1,2,0,0,0,8.724899550618899,13.23495151117286
1,1,3,0,0,0,8.724899550618899,13.23495151117286
1,1,4,0,0,0,8.724899550618899,13.23495151117286
1,1,5,0,0,0,8.724899550618899,13.23495151117286
1,1,6,0,0,0,8.724899550618899,13.23495151117286
1,1,7,0,0,0,0,5.6576661099017045
1,1,8,0,0,0,0,5.6576661099017045
1,1,9,0,0,0,0,5.6576661099017045
1,1,10,0,0,0,0,5.6576661099017045
1,1,11,0,0,0,0,5.6576661099017045
1,1,12,0,0,0,0,5.6576661099017045
1,1,13,0,6.246509120742954,0,0,6.4792895806826305
1,1,14,0,6.246509120742954,0,0,6.4792895806826305
1,1,15,0,0,0,0,5.6576661099017045
1,1,16,0,0,0,0,5.6576661099017045
1,1,17,0,0,0,0,5.6576661099017045
1,1,18,0,0,0,0,5.6576661099017045
1,1,19,0,0,0,-6.514545234306736,0
1,1,20,0,0,0,-6.514545234306736,0
1,1,21,0,0,0,-317.07734436933293,0
1,1,22,0,0,0,-317.07734436933293,0
1,1,23,0,0,0,-6.514545234306736,0
1,1,24,0,0,0,0,0
