"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5"
1,1,1,222.55242498915175,18.947575010848162,0,0,0
1,1,2,220.8066820990103,10.993317900989659,0,0,0
1,1,3,219.8967240404231,7.0032759595767615,0,0,0
1,1,4,219.8967240404231,7.0032759595767615,0,0,0
1,1,5,220.8066820990103,10.993317900989659,0,0,0
1,1,6,224.2981678792932,26.90183212070677,0,0,0
1,1,7,225,33.26061001762934,6.5,15.339389982370612,0
1,1,8,225,39.19240264951099,19.5,44.70759735048895,0
1,1,9,225,32.56861373894555,45.5,54.33138626105442,0
1,1,10,225,22.050618635467274,71.5,53.449381364532734,0
1,1,11,225,10.087718572737694,97.5,49.11228142726225,0
1,1,12,225,0.44143289541515174,117,43.95856710458475,0
1,1,13,221.92839017500913,0,130,39.27160982499083,0
1,1,14,223.19994828647788,0,123.5,39.700051713522065,0
1,1,15,225,1.413977739095538,110.5,39.7860222609044,0
1,1,16,225,9.734359673300414,91,41.26564032669955,0
1,1,17,225,25.69313676399205,65,56.306863236007956,0
1,1,18,225,42.870381729460526,39,74.82961827053946,0
1,1,19,225,65.84251987656802,13,100,16.35748012343216
1,1,20,225,75.7203198528167,2.6,100,45.879680147183876
1,1,21,211.3960049928196,104.95013137671042,0,100,50
1,1,22,201.48318299713685,122.7991198357901,0,100,50
1,1,23,225,73.84431126754355,0,100,31.155688732456948
1,1,24,225,68.14139258784631,0,93.59839395334352,14.060213458810281
