"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9","uid:10","uid:11"
1,1,1,0,1.7961808489541227,0,0,0,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,0,0,0,0,0,0,0,0,0,0
1,1,4,0,0,0,0,0,0,0,0,0,0,0
1,1,5,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,4.922009376905876,0,0,0,0,0,0,0,0,0
1,1,7,0,7.0740185557066155,0,0,0,0,0,0,0,0,4.502953348063258
1,1,8,0,7.935892392474614,0,0,0,5.81341915161326,1.950507062940396,0,0,0,13.917479601838798
1,1,9,0,0,0,0,0,10.057034089298881,5.118589564176025,0,0,0,17.84016977065977
1,1,10,0,0,0,0,0,10.650787840131848,6.368336845991738,0,0,0,19.538934816919458
1,1,11,0,0,0,0,0,10.218037423836734,7.203441226949742,0,0,0,20.570968696214486
1,1,12,0,0,0,0,0,9.465570736931568,7.431903707206425,0,0,0,20.93176535069644
1,1,13,0,0,0,0,0,9.298111478660616,7.7666990546470345,0,0,0,21.38508442446975
1,1,14,0,0,0,0,0,8.880563308297361,7.3255708400224915,0,0,0,20.839242931405085
1,1,15,0,0,0,0,0,8.041671645575342,6.415877595227522,0,0,0,19.611029629846684
1,1,16,0,0,0,0,0,7.889414633236257,5.474440347085595,0,0,0,18.48647333126031
1,1,17,0,0,0,0,0,11.235795268766054,6.474669713175672,0,0,0,19.63145723621081
1,1,18,0,6.465972113190517,0,0,0,16.167889028361913,8.399478773028147,0,0,0,21.61166561577605
1,1,19,0,45.49972523920379,0,0,0,23.734338344618656,13.007450964872847,0,0,0,27.123903941177662
1,1,20,0,65.7896932675236,0,0,0,29.565803062716064,16.636866807028703,0,0,0,31.216731643623614
1,1,21,0,74.39730538993702,1.3033839257621338,0,0,33.13592266474478,18.275187507098476,0,0,2.286855224405894,33
1,1,22,0,77.82329835967352,5.054726224190659,0,0,35.23592266474478,19.38322437343766,0,0.6702600886709735,3.824512422529523,34
1,1,23,0,61.82676429472603,0,0,0,25.568062071374314,14.271945713540902,0,0,0,28.52955922929088
1,1,24,0,51.98192739367507,0,0,0,19.900656475038808,10.693259599097411,0,0,0,24.281203470710267
