"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9"
1,1,1,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,2,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,3,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,4,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,5,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,6,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,7,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,8,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,9,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,10,-6261.139068797296,-3679.81631655908,-1910.9026014818587,0,11851.857986838239,0,0,0,0
1,1,11,-6261.139068797296,-3679.81631655908,-1910.9026014818587,0,11851.857986838239,0,0,0,0
1,1,12,-6261.139068797296,-3679.81631655908,-1910.9026014818587,0,11851.857986838239,0,0,0,0
1,1,13,-6261.139068797296,-3679.81631655908,-1910.9026014818587,0,11851.857986838239,0,0,0,0
1,1,14,-6261.139068797296,-3679.81631655908,-1910.9026014818587,0,11851.857986838239,0,0,0,0
1,1,15,-6261.139068797296,-3679.81631655908,-1910.9026014818587,0,11851.857986838239,0,0,0,0
1,1,16,-6261.139068797296,-3679.81631655908,-1910.9026014818587,0,11851.857986838239,0,0,0,0
1,1,17,-6743.6924688122435,-4473.1813178327275,0,0,11216.873786644972,0,0,0,0
1,1,18,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,19,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,20,-8047.386007591605,-15440.000000000004,0,0,6076.124305443806,0,15440.000000000004,0,1971.2617021477997
1,1,21,-8047.386007591605,-15440.000000000004,0,0,6076.124305443806,0,15440.000000000004,0,1971.2617021477997
1,1,22,-8047.386007591605,-15440.000000000004,0,0,6076.124305443806,0,15440.000000000004,0,1971.2617021477997
1,1,23,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
1,1,24,-8047.386007591605,-6616.581045245494,0,0,9501.364582910619,0,0,0,5162.602469926484
