"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5"
1,1,1,374.451510663653,0,0,-101.47342553808662,0
1,1,2,4.229376447284962,0,0,-2.2942608036431236,0
1,1,3,4.229376447284962,0,0,-2.2942608036431236,0
1,1,4,4.229376447284942,0,0,-2.2942608036431236,0
1,1,5,4.229376447284949,0,0,-2.2942608036431236,0
1,1,6,374.4515106636531,0,0,-101.47342553808669,0
1,1,7,428.955356339763,0,0,-453.5683073892578,0
1,1,8,0,-312.76175894727754,0,-734.6049520292031,0
1,1,9,0,-126.811664357881,0,-648.8792877280308,0
1,1,10,154.04452088610114,0,0,-603.9769748421817,0
1,1,11,154.04452088610114,0,0,-603.9769748421817,0
1,1,12,154.04452088610114,0,0,-603.9769748421817,0
1,1,13,154.04452088610114,0,-151.68424496643934,-603.9769748421817,0
1,1,14,154.04452088610114,0,0,-603.9769748421817,0
1,1,15,154.04452088610114,0,0,-603.9769748421817,0
1,1,16,154.04452088610114,0,0,-603.9769748421817,0
1,1,17,154.04452088610114,0,0,-603.9769748421817,0
1,1,18,0,-312.76175894727754,0,-734.6049520292031,0
1,1,19,0,-312.76175894727754,0,-734.6049520292031,0
1,1,20,0,-327.7940059498069,0,-751.0692060551407,0
1,1,21,0,-434.0421290355344,0,-911.2764201417533,0
1,1,22,0,-434.12952600383636,0,-916.0004397736002,0
1,1,23,0,-327.7940059498069,0,-751.0692060551407,0
1,1,24,0,-312.76175894727754,0,-734.6049520292031,0
