"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9","uid:10","uid:11","uid:12","uid:13","uid:14"
1,1,1,0,0.4841178796212673,-6.283185307179586,-3.2011664008420793,-1.8248715881481739,3.775592297271271,-0.8787570002094978,6.283185307179586,-4.1298354326477185,-3.7012916166800354,-0.6144339156988161,1.0772352960234977,0.3680039219200419,-4.750039514976258
1,1,2,0,0.4903750565467383,-6.283185307179586,-3.2756372828734452,-1.8484578775086125,3.885826472475177,-1.675898247603484,4.117242788833444,-4.452295800722074,-3.911991232431398,-0.6479273575013377,1.2394447843494454,0.5108609015357582,-4.762537305773057
1,1,3,0,0.5276427526381533,-6.283185307179586,-3.478863545249132,-1.9889376296841932,3.628908153126037,-2.738325677195021,1.697703734008435,-5.119166432662669,-4.4780911114033985,-1.0425945261457874,0.9873018047665465,0.2424611870029912,-5.194321220881943
1,1,4,0,0.527642752638153,-6.283185307179586,-3.4788635452491317,-1.9889376296841945,3.6289081531260368,-2.738325677195016,1.6977037340084518,-5.119166432662671,-4.4780911114033985,-1.0425945261457874,0.9873018047665483,0.24246118700299754,-5.1943212208819425
1,1,5,0,0.4903750565467383,-6.283185307179586,-3.2756372828734452,-1.848457877508611,3.8858264724751908,-1.6758982476034863,4.117242788833432,-4.45229580072207,-3.911991232431393,-0.6479273575013274,1.2394447843494605,0.5108609015357666,-4.7625373057730505
1,1,6,0,0.5358589224988869,-6.283185307179586,-3.4042109123873194,-2.019908299377247,3.151233187145255,-1.173650879014732,6.283185307179586,-4.657216203590599,-4.280770029242734,-1.235503192473568,0.37437256028244104,-0.33623449830533675,-5.461261043572762
1,1,7,0,0.6587559031472291,-6.283185307179586,-3.8955450512808296,-2.48316573665638,1.8358213312123821,-1.7888710384198596,6.283185307179586,-5.721828135112922,-5.5155083296478296,-2.588043749343916,-1.0674136999941921,-1.716860810574584,-6.283185307179586
1,1,8,0,0.739730739431346,-6.283185307179586,-4.489173014997982,-3.0452550528350466,0.4497549464226063,-2.1951054251079634,6.283185307179586,-6.283185307179586,-6.283185307179586,-3.7767691987585486,-2.6018999379954346,-3.0874845582115245,-6.283185307179586
1,1,9,0,0.7954180158379199,-5.2154311004837846,-4.524884509204809,-3.1552257966508046,-0.14137926908548645,-2.2038409252059283,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.135571804770875,-3.3070494474627465,-3.721817190764599,-6.283185307179586
1,1,10,0,0.7848783688975345,-2.93645790347462,-4.150339179394251,-2.9585815683438583,-0.3357409638569766,-2.112222222658698,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.26036876518922,-3.5849217292090656,-3.965001402163896,-6.283185307179586
1,1,11,0,0.7213788418919037,-0.541704010592439,-3.7194710019567725,-2.7192215125159738,-0.40708672368012555,-2.0068262124997203,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.324732263639822,-3.7147467423182414,-4.080555832836152,-6.283185307179586
1,1,12,0,0.6648498079977219,1.3142180280344218,-3.358298574416066,-2.5061365755587612,-0.39832469958608063,-1.9184786973301955,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.330199052222724,-3.734001763125414,-4.1017142845289625,-6.283185307179586
1,1,13,0,0.6326446926491301,2.506940627043258,-3.1425949242552833,-2.384740108981951,-0.43113563657493637,-1.8657147539847319,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.356089194605642,-3.789567865000672,-4.155072388583549,-6.283185307179586
1,1,14,0,0.6405258894521317,1.9774174676524472,-3.212829797036141,-2.414448105178359,-0.35675173850317926,-1.8828951255061348,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.3097756984227065,-3.6976906820573276,-4.069514632167187,-6.283185307179586
1,1,15,0,0.6558516262530987,0.9186750860103439,-3.352355792444564,-2.472218129448895,-0.19725697058569008,-1.9170250148773258,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.211878916894936,-3.4908736603057475,-3.88568583895883,-6.283185307179586
1,1,16,0,0.6950272347131394,-0.8128793672538097,-3.637755192502117,-2.619889714896377,-0.08433824967964208,-1.986837453212243,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.127092064644318,-3.3247375661284866,-3.7379317559247993,-6.283185307179586
1,1,17,0,0.8092022874431245,-3.5996573430926455,-4.295807956774177,-3.050270038724261,-0.377313924939878,-2.1478057944827595,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.280792118989237,-3.6212328102771516,-3.9972010545256724,-6.283185307179586
1,1,18,0,0.34775985753936756,-6.283185307179586,-5.198969545288009,-3.7505381319368363,-0.8747015230704017,-2.3687309705408484,6.283185307179586,-6.283185307179586,-6.283185307179586,-4.554455195115103,-4.123175645312135,-4.442739174781967,-6.283185307179586
1,1,19,0,0.06479508746492932,-6.283185307179586,-5.712815764737315,-4.259915474338775,-1.8326214109159238,-2.494424498634113,6.283185307179586,-6.283185307179586,-6.283185307179586,-5.112989414002715,-5.216196319392293,-5.421454356788236,-6.283185307179586
