"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9","uid:10","uid:11","uid:12","uid:13","uid:14","uid:15","uid:16","uid:17","uid:18","uid:19","uid:20"
1,1,1,-8.181813074552428,8.181813074552428,34.1834782381212,20.901113205894664,13.27921249004739,-18.02034091292467,-32.683324927425964,-11.105630263162697,1.6697274835586304,-22.222299362826146,22.071524449321707,10.54828584202249,26.157890345829653,-40.65820214243022,29.552571879267525,-5.071524449321706,2.2938238121478594,-16.071524449321707,3.5482858420224908,14.70617618785214
1,1,2,-8.287562219819819,8.287562219819819,34.215084930678,21.35896290506003,13.450845031374225,-17.58491506932199,-33.89169806138298,-7.649861492300824,2.11560738942182,-22.753290810188844,22.79413690284827,10.345106477955257,25.90746580900764,-32.88754491306781,25.23768342076699,-6.3941369028482695,1.147427713037132,-16.99413690284827,3.645106477955257,15.152572286962869
1,1,3,-8.917403289473611,8.917403289473611,34.403334140615954,22.722925918144778,14.473087084899626,-16.396665859384044,-35.381760046662066,-3.541210157106481,2.9492302625292846,-22.29126967228882,23.48669019241742,10.326438952189088,25.995601183104668,-25.183249566866007,21.642039409759526,-7.586690192417419,0.27795986470623674,-17.88669019241742,3.7264389521890884,15.622040135293764
1,1,4,-8.917403289473627,8.917403289473627,34.403334140615954,22.722925918144785,14.473087084899651,-16.39666585938404,-35.38176004666206,-3.5412101571064625,2.9492302625292837,-22.291269672288763,23.486690192417427,10.326438952189115,25.995601183104682,-25.183249566865946,21.642039409759484,-7.586690192417425,0.2779598647062471,-17.886690192417426,3.726438952189115,15.622040135293753
1,1,5,-8.287562219819815,8.287562219819815,34.215084930678,21.35896290506003,13.450845031374222,-17.584915069321994,-33.89169806138292,-7.649861492300867,2.1156073894218164,-22.753290810188872,22.79413690284826,10.345106477955241,25.90746580900763,-32.88754491306792,25.237683420767052,-6.3941369028482615,1.1474277130371309,-16.99413690284826,3.645106477955241,15.15257228696287
1,1,6,-9.056260309259539,9.056260309259539,34.444836236189694,22.346131096223964,14.69845423209187,-16.83315438690443,-32.8734887915002,-10.666411789272134,2.252877290091841,-20.51877425014879,22.054984311809058,10.85516839397527,26.771073044066867,-42.332308749329094,31.665896960056962,-4.454984311809057,2.973758561957855,-15.854984311809059,3.5551683939752694,14.726241438042145
1,1,7,-11.133275361622934,11.133275361622934,35.06562211611262,25.82974679235515,18.069482630570555,-13.960359328180763,-33.540235445843045,-10.073995853390258,3.283618763407695,-17.137477453649563,22.24165450254549,11.349185063940322,27.271682979864632,-45.82490119556881,35.750905342178555,-2.441654502545489,2.076178608131748,-15.24165450254549,3.249185063940322,13.120868043804956
1,1,8,-12.501787044639958,13.653403213930448,35.47464790933441,29.655760857698095,21.76780418832754,-10.489459698190984,-34.28919406703719,-10.970101328854337,3.225596555398619,-13.867986664779195,21.2494929370596,11.929380729518156,27.15313966864305,-48.13108562184246,37.16098429298812,0,0,-13.0494929370596,2.429380729518156,9.182520398161207
1,1,9,-13.442927426701342,14.146457122717024,30.36242418710767,30.174129565804957,22.72051882038603,-4.037575812892336,-32.52573527793886,-11.099099005350434,3.1613880362019042,-11.958759334835799,20.081410435823972,12.375083766769322,27.484746462570914,-48.18067687984964,37.08157787449921,0,0,-11.181410435823972,2.075083766769321,7.359830229340236
1,1,10,-13.264802584038101,13.264802584038101,18.797475740628148,27.990117674068664,21.5289851463158,7.097475740628146,-28.301059393265106,-9.746159892576289,3.8348127005381976,-10.4072716629112,19.731663154008256,12.70153928834716,27.859525894733387,-47.66055935190624,37.91439945932995,0,0,-10.531663154008257,1.9015392883471591,6.661065183080545
1,1,11,-12.191631602026428,12.191631602026428,6.380173018560097,25.18630809805283,19.787211608050825,18.5801730185601,-23.753253133241476,-8.189770416301894,4.609504666156306,-9.174409923164223,19.69655877305026,12.930143538712777,28.198887765072737,-47.06222832630886,38.87245791000697,0,0,-10.19655877305026,1.8301435387127771,6.329031303785515
