"scenario","stage","block","uid:1","uid:2","uid:3","uid:4","uid:5","uid:6","uid:7","uid:8","uid:9","uid:10","uid:11","uid:12","uid:13","uid:14","uid:15","uid:16","uid:17","uid:18","uid:19","uid:20"
1,1,1,150,72.55242498915173,50.70074924353803,53.72593279755857,42.02089296975156,-3.2992507564619715,-51.445347928879805,36.13700932092803,20.73502064904845,52.127970030023505,6.625857317825254,8.279729372342935,18.222383339855337,0,36.13700932092804,10.374142682174744,12.497887287801756,-0.625857317825258,1.2797293723429337,4.502112712198243
1,1,2,150,70.80668209901027,48.45392496931911,51.15780577177147,39.78158715989907,-3.3460750306808946,-49.938777922476746,34.661893396057295,19.888615267510094,50.04949133643264,6.416609189205438,7.939684547271622,17.49319759995557,0,34.661893396057295,9.98339081079456,11.967117852772834,-0.6166091892054409,1.2396845472716227,4.332882147227165
1,1,3,150,69.8967240404231,47.35691565139487,49.831997931968594,38.61436237621329,-3.4430843486051366,-49.20713715005309,33.86479932470975,19.431251408706938,49.00394926658332,6.201343217698355,7.787682589235182,17.114923459649738,0,33.86479932470976,9.698656782301645,11.697393951115076,-0.601343217698356,1.1876825892351823,4.202606048884924
1,1,4,150,69.8967240404231,47.35691565139487,49.831997931968594,38.61436237621329,-3.4430843486051366,-49.20713715005309,33.86479932470975,19.431251408706938,49.00394926658332,6.201343217698355,7.787682589235182,17.114923459649738,0,33.86479932470976,9.698656782301645,11.697393951115076,-0.601343217698356,1.1876825892351823,4.202606048884924
1,1,5,150,70.80668209901027,48.45392496931911,51.15780577177147,39.78158715989907,-3.3460750306808946,-49.938777922476746,34.661893396057295,19.888615267510094,50.04949133643264,6.416609189205438,7.939684547271622,17.49319759995557,0,34.661893396057295,9.98339081079456,11.967117852772834,-0.6166091892054409,1.2396845472716227,4.332882147227165
1,1,6,150,74.2981678792932,52.94757351775698,56.29405982334572,44.26019877960406,-3.252426482243029,-52.95191793528287,37.61212524579879,21.581426030586808,54.206448723614415,6.83510544644506,8.619774197414253,18.95156907975509,0,37.612125245798794,10.764894553554942,13.02865672283068,-0.6351054464450597,1.3197741974142534,4.671343277169316
1,1,7,150,75,53.80813145844871,58.19202307263818,45.16045548654244,-2.2918685415512954,-57.18160788809224,38.68483008568286,22.196932333496303,50.178847598450226,10.778648835152834,10.041665345583608,22.697923400084402,0,38.68483008568286,9.02135116484717,12.46041125433199,-3.7786488351528322,1.941665345583608,7.239588745668009
1,1,8,150,75,53.581086194848204,59.85086096812034,45.16045548654244,-0.31891380515179973,-64.12737606029398,39.68722668576179,22.772096537500744,41.03307942624849,18.00325105921088,12.564080224285268,29.373345493241292,0,39.68722668576179,5.196748940789119,11.062574282473436,-9.803251059210881,3.0640802242852687,12.037425717526563
1,1,9,150,75,44.45056565514509,59.657592597258024,45.16045548654244,10.050565655145085,-63.31813646992478,42.2078767507104,24.218417971617487,40.54231901661768,20.52174521133776,13.79617523012045,32.455784836213894,0,42.207876750710405,4.678254788662242,11.448039933665664,-11.62174521133776,3.496175230120447,13.751960066334334
1,1,10,150,75,33.477628853550996,58.712534295373835,45.16045548654244,21.777628853550993,-59.36105549656419,44.82889123424623,25.72232741124277,43.899399989978264,20.432215115719178,14.270110730984046,33.346455507807775,0,44.828891234246235,5.667784884280822,12.48343376120818,-11.232215115719178,3.470110730984043,13.716566238791815
